antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,conf_rule
brown bread,dessert,0.13596716264751155,0.08645459209851206,0.017444843509492047,0.12830188679245283,1.48403784782487,0.005689857924009391,1.0480066367701053,0.3774888221321782
brown bread,domestic eggs,0.13596716264751155,0.1331452026680349,0.020010261672652643,0.1471698113207547,1.1053331879158033,0.0019068862457520541,1.0164447844821716,0.11029143065960166
domestic eggs,brown bread,0.1331452026680349,0.13596716264751155,0.020010261672652643,0.15028901734104047,1.1053331879158033,0.0019068862457520541,1.0168549718502076,0.10993238782525551
frankfurter,brown bread,0.1375064135454079,0.13596716264751155,0.022319138019497177,0.1623134328358209,1.1937693607434525,0.003622781123892714,1.0314512267726812,0.1881953134081381
brown bread,frankfurter,0.13596716264751155,0.1375064135454079,0.022319138019497177,0.1641509433962264,1.1937693607434525,0.003622781123892714,1.031877202756058,0.18786004859802863
brown bread,frozen meals,0.13596716264751155,0.06285274499743458,0.011031298101590559,0.08113207547169811,1.2908278783211398,0.0024853886996818036,1.019893316532566,0.26075788543335354
frozen meals,brown bread,0.06285274499743458,0.13596716264751155,0.011031298101590559,0.17551020408163265,1.2908278783211398,0.0024853886996818036,1.0479606195611866,0.24041405916767994
brown bread,frozen vegetables,0.13596716264751155,0.10261672652642381,0.016418676244227808,0.12075471698113206,1.1767547169811319,0.0024661710982543297,1.0206290449377582,0.17384204275534432
frozen vegetables,brown bread,0.10261672652642381,0.13596716264751155,0.016418676244227808,0.15999999999999998,1.1767547169811319,0.0024661710982543297,1.0286105206577243,0.1673813607775871
brown bread,fruit/vegetable juice,0.13596716264751155,0.12493586454592098,0.02103642893791688,0.15471698113207547,1.2383712370694664,0.00404925392269417,1.0352321245327274,0.22277822837610797
fruit/vegetable juice,brown bread,0.12493586454592098,0.13596716264751155,0.02103642893791688,0.16837782340862423,1.2383712370694664,0.00404925392269417,1.0389728192362022,0.21996982502806559
brown bread,grapes,0.13596716264751155,0.05489994869163674,0.01051821446895844,0.07735849056603773,1.4090812907776404,0.0030536242158626286,1.024341568902725,0.3360031284398354
grapes,brown bread,0.05489994869163674,0.13596716264751155,0.01051821446895844,0.19158878504672897,1.4090812907776407,0.0030536242158626286,1.0688036253955637,0.30718201318821
brown bread,ham,0.13596716264751155,0.0633658286300667,0.0107747562852745,0.07924528301886792,1.250599648613551,0.002159084357635876,1.0172461287419357,0.23191663838932236
ham,brown bread,0.0633658286300667,0.13596716264751155,0.0107747562852745,0.1700404858299595,1.2505996486135513,0.002159084357635876,1.041054199151535,0.21394008164755898
brown bread,hamburger meat,0.13596716264751155,0.08029758850692663,0.011031298101590559,0.08113207547169811,1.010392428717825,0.00011346282486631235,1.0009081685653571,0.011904104292106251
hamburger meat,brown bread,0.08029758850692663,0.13596716264751155,0.011031298101590559,0.13738019169329074,1.0103924287178252,0.00011346282486631235,1.0016380670049219,0.01118354902533162
margarine,brown bread,0.11698306824012314,0.13596716264751155,0.01590559261159569,0.13596491228070176,0.9999834491890103,-2.632548140764357e-07,0.9999973955145551,-1.874343979617564e-05
brown bread,margarine,0.13596716264751155,0.11698306824012314,0.01590559261159569,0.1169811320754717,0.9999834491890103,-2.632548140764357e-07,0.9999978073349032,-1.915525332833182e-05
brown bread,meat,0.13596716264751155,0.06362237044638276,0.011287839917906618,0.0830188679245283,1.3048691418137552,0.0026372867274030605,1.0211525589782247,0.2704059598358884
meat,brown bread,0.06362237044638276,0.13596716264751155,0.011287839917906618,0.17741935483870966,1.3048691418137552,0.0026372867274030605,1.050392861095182,0.24951432129514306
brown bread,misc. beverages,0.13596716264751155,0.05900461775269369,0.01051821446895844,0.07735849056603773,1.3110582444626744,0.002495524010023689,1.0198927455850149,0.274593013151034
misc. beverages,brown bread,0.05900461775269369,0.13596716264751155,0.01051821446895844,0.1782608695652174,1.3110582444626744,0.002495524010023689,1.051468532227896,0.25213447881479895
brown bread,napkins,0.13596716264751155,0.08132375577219086,0.0107747562852745,0.07924528301886792,0.9744419975001488,-0.0002826040429094803,0.9977426422965959,-0.029461406518010148
napkins,brown bread,0.08132375577219086,0.13596716264751155,0.0107747562852745,0.13249211356466878,0.9744419975001488,-0.0002826040429094803,0.9959942161481413,-0.02775766664942842
brown bread,newspapers,0.13596716264751155,0.13981528989225245,0.023601847101077475,0.17358490566037735,1.2415302059892677,0.004591558839688609,1.0408627770710186,0.2251562015904161
newspapers,brown bread,0.13981528989225245,0.13596716264751155,0.023601847101077475,0.16880733944954127,1.2415302059892677,0.004591558839688609,1.0395097049825746,0.22616346166314386
brown bread,onions,0.13596716264751155,0.07619291944586967,0.012057465366854798,0.08867924528301888,1.1638777714249413,0.0016977302959694917,1.0137013513326896,0.16296052964067334
onions,brown bread,0.07619291944586967,0.13596716264751155,0.012057465366854798,0.15824915824915828,1.1638777714249415,0.0016977302959694917,1.0264710107747563,0.15241629098300136
brown bread,other vegetables,0.13596716264751155,0.3766033863519754,0.05977424320164187,0.439622641509434,1.1673358696210991,0.008568549315919202,1.11245860347964,0.16590633378528538
other vegetables,brown bread,0.3766033863519754,0.13596716264751155,0.05977424320164187,0.1587193460490463,1.1673358696210991,0.008568549315919202,1.0270447005938892,0.22994754411063423
pastry,brown bread,0.1775269368907132,0.13596716264751155,0.03129810159055926,0.17630057803468208,1.2966408550550768,0.007160267688025145,1.0489661814875824,0.2781567348107545
brown bread,pastry,0.13596716264751155,0.1775269368907132,0.03129810159055926,0.23018867924528302,1.2966408550550768,0.007160267688025145,1.0684086359017695,0.2647774619368405
brown bread,pip fruit,0.13596716264751155,0.17060030785017957,0.02744997434581837,0.2018867924528302,1.1833905518513266,0.004253934540637463,1.0392005599040304,0.17935711590116996
pip fruit,brown bread,0.17060030785017957,0.13596716264751155,0.02744997434581837,0.16090225563909774,1.1833905518513264,0.004253934540637463,1.0297165534756358,0.18684650985312107
brown bread,pork,0.13596716264751155,0.13237557721908672,0.023088763468445357,0.16981132075471697,1.2827994734532688,0.00509003183013957,1.0450930547133728,0.2551464766429137
pork,brown bread,0.13237557721908672,0.13596716264751155,0.023088763468445357,0.1744186046511628,1.282799473453269,0.00509003183013957,1.0465749860889297,0.25409028188448646
brown bread,rolls/buns,0.13596716264751155,0.3496664956387891,0.05336069779374038,0.3924528301886792,1.1223632663796563,0.005817536508835756,1.0704247121473345,0.12617908368353745
rolls/buns,brown bread,0.3496664956387891,0.13596716264751155,0.05336069779374038,0.15260454878943508,1.1223632663796566,0.005817536508835756,1.0196335561138024,0.16764148080716137
brown bread,root vegetables,0.13596716264751155,0.23063109286813752,0.03386351975371986,0.24905660377358493,1.0798917035700044,0.0025052644381444653,1.0245364843715756,0.08562315554595842
root vegetables,brown bread,0.23063109286813752,0.13596716264751155,0.03386351975371986,0.1468298109010011,1.0798917035700044,0.0025052644381444653,1.0127321001041554,0.09615831539806201
brown bread,salty snack,0.13596716264751155,0.06926629040533606,0.012057465366854798,0.08867924528301888,1.2802655485674355,0.0026395243933227015,1.0213020001763393,0.2533607924394806
salty snack,brown bread,0.06926629040533606,0.13596716264751155,0.012057465366854798,0.1740740740740741,1.2802655485674355,0.0026395243933227015,1.0461384129379905,0.23520373454690485
sausage,brown bread,0.2060030785017958,0.13596716264751155,0.03514622883530016,0.17061021170610213,1.2547898211894077,0.007136574754758398,1.0417693219129853,0.2557362357463769
brown bread,sausage,0.13596716264751155,0.2060030785017958,0.03514622883530016,0.25849056603773585,1.2547898211894075,0.007136574754758398,1.0707846524021585,0.23500702186313435
brown bread,shopping bags,0.13596716264751155,0.16829143150333503,0.0310415597742432,0.2283018867924528,1.3565865163368613,0.008159451334846697,1.077764159665605,0.3042195873657761
shopping bags,brown bread,0.16829143150333503,0.13596716264751155,0.0310415597742432,0.18445121951219512,1.3565865163368613,0.008159451334846697,1.059449609912584,0.3160430506625336
brown bread,soda,0.13596716264751155,0.3134940995382247,0.04720369420215495,0.3471698113207547,1.1074205601704599,0.004578790981205977,1.0515841827882684,0.11226505215325833
soda,brown bread,0.3134940995382247,0.13596716264751155,0.04720369420215495,0.15057283142389527,1.1074205601704599,0.004578790981205977,1.0171947275960895,0.14129622408526685
brown bread,tropical fruit,0.13596716264751155,0.2337095946639302,0.03463314520266803,0.25471698113207547,1.0898867096079365,0.0028563147327134372,1.0281871261471316,0.09545174628310016
tropical fruit,brown bread,0.2337095946639302,0.13596716264751155,0.03463314520266803,0.14818880351262348,1.0898867096079365,0.0028563147327134372,1.0143478283867489,0.10762687696065665
brown bread,waffles,0.13596716264751155,0.06900974858902001,0.01026167265264238,0.07547169811320754,1.0936382128077435,0.0008786129419752157,1.0069894556077947,0.09909441805225642
waffles,brown bread,0.06900974858902001,0.13596716264751155,0.01026167265264238,0.14869888475836432,1.0936382128077435,0.0008786129419752157,1.0149556037022682,0.09196748415541461
brown bread,whipped/sour cream,0.13596716264751155,0.15469471523858389,0.02103642893791688,0.15471698113207547,1.0001439344159704,3.0274303618599285e-06,1.000026341347211,0.00016656045420299355
whipped/sour cream,brown bread,0.15469471523858389,0.13596716264751155,0.02103642893791688,0.13598673300165837,1.0001439344159704,3.0274303618599285e-06,1.0000226505250491,0.00017025056441750602
brown bread,white bread,0.13596716264751155,0.0887634684453566,0.01616213442791175,0.11886792452830189,1.3391536699749154,0.00409321747664469,1.0341656567964903,0.29311352411114877
white bread,brown bread,0.0887634684453566,0.13596716264751155,0.01616213442791175,0.18208092485549132,1.3391536699749154,0.00409321747664469,1.0563793700493322,0.2779297154297154
whole milk,brown bread,0.4581836839404823,0.13596716264751155,0.06977937403796819,0.1522956326987682,1.1200912759618837,0.00748143856119661,1.0192619864673345,0.1978818516042781
brown bread,whole milk,0.13596716264751155,0.4581836839404823,0.06977937403796819,0.5132075471698113,1.1200912759618837,0.00748143856119661,1.1130335174866062,0.12408743188486798
brown bread,yogurt,0.13596716264751155,0.28296562339661363,0.04207285787583376,0.30943396226415093,1.0935390615645153,0.0035988249358118937,1.0383284688518983,0.09899846474711775
yogurt,brown bread,0.28296562339661363,0.13596716264751155,0.04207285787583376,0.14868540344514958,1.093539061564515,0.0035988249358118937,1.0149395309901967,0.11929403551638375
butter milk,butter,0.06490507952796305,0.12647511544381734,0.010005130836326322,0.15415019762845852,1.2188183982874874,0.0017962534101370487,1.0327186719285713,0.19199465372304886
butter,butter milk,0.12647511544381734,0.06490507952796305,0.010005130836326322,0.07910750507099391,1.2188183982874874,0.0017962534101370487,1.0154224576932032,0.20552731654053247
canned beer,butter,0.16521292970754234,0.12647511544381734,0.024628014366341714,0.14906832298136646,1.1786375719703175,0.003732690008769017,1.026551141704711,0.18155859455029702
butter,canned beer,0.12647511544381734,0.16521292970754234,0.024628014366341714,0.1947261663286004,1.1786375719703173,0.003732690008769017,1.0366499386755206,0.17350709740577575
butter,chicken,0.12647511544381734,0.10056439199589533,0.018984094407388404,0.15010141987829614,1.4925901395040775,0.0062652013201702425,1.0582858108496984,0.37780688177163957
chicken,butter,0.10056439199589533,0.12647511544381734,0.018984094407388404,0.18877551020408165,1.4925901395040777,0.0062652013201702425,1.0767979708994455,0.36692311250211995
chocolate,butter,0.08645459209851206,0.12647511544381734,0.012057465366854798,0.1394658753709199,1.1027139598293016,0.001123110850547348,1.015096158949771,0.10196155753523709
butter,chocolate,0.12647511544381734,0.08645459209851206,0.012057465366854798,0.0953346855983773,1.1027139598293019,0.001123110850547348,1.0098158881063533,0.10663292404786467
citrus fruit,butter,0.18547973319651104,0.12647511544381734,0.026936890713186248,0.14522821576763484,1.1482750204102243,0.003478320044669074,1.0219393066895146,0.15853318335208086
butter,citrus fruit,0.12647511544381734,0.18547973319651104,0.026936890713186248,0.21298174442190668,1.1482750204102243,0.003478320044669074,1.0349445658095877,0.14782462764841606
coffee,butter,0.11493073370959467,0.12647511544381734,0.018214468958440224,0.15848214285714285,1.2530697623877136,0.0036785911444766096,1.0380348760773734,0.22818534394774434
butter,coffee,0.12647511544381734,0.11493073370959467,0.018214468958440224,0.14401622718052737,1.2530697623877136,0.0036785911444766096,1.0339790243629619,0.2312010092862608
butter,cream cheese ,0.12647511544381734,0.08850692662904053,0.01539250897896357,0.12170385395537525,1.3750771672987037,0.004198585215978198,1.0377969634454571,0.31226138032305434
cream cheese ,butter,0.08850692662904053,0.12647511544381734,0.01539250897896357,0.1739130434782609,1.3750771672987037,0.004198585215978198,1.0574248602522212,0.2992541514213341
curd,butter,0.12083119548486403,0.12647511544381734,0.01616213442791175,0.1337579617834395,1.0575832353587162,0.0008799950297491109,1.008407403495005,0.06193116289410429
butter,curd,0.12647511544381734,0.12083119548486403,0.01616213442791175,0.127789046653144,1.0575832353587162,0.0008799950297491109,1.007977257269679,0.06233130550311171
dessert,butter,0.08645459209851206,0.12647511544381734,0.011031298101590559,0.12759643916913946,1.0088659632480843,9.694358528310881e-05,1.0012853268552162,0.009619717482024318
butter,dessert,0.12647511544381734,0.08645459209851206,0.011031298101590559,0.0872210953346856,1.0088659632480845,9.694358528310881e-05,1.0008397468787413,0.010060444626575212
domestic eggs,butter,0.1331452026680349,0.12647511544381734,0.016418676244227808,0.12331406551059729,0.9750065463697936,-0.00042087863400236056,0.9963943188673821,-0.028722080745202144
butter,domestic eggs,0.12647511544381734,0.1331452026680349,0.016418676244227808,0.12981744421906694,0.9750065463697937,-0.00042087863400236056,0.9961757927381324,-0.028509016338630955
frankfurter,butter,0.1375064135454079,0.12647511544381734,0.02180605438686506,0.1585820895522388,1.2538600102933606,0.004414914859444306,1.0381581776543545,0.23474122546103515
butter,frankfurter,0.12647511544381734,0.1375064135454079,0.02180605438686506,0.1724137931034483,1.2538600102933608,0.004414914859444306,1.0421797502992987,0.23177679882525698
butter,frozen vegetables,0.12647511544381734,0.10261672652642381,0.012827090815802977,0.10141987829614604,0.9883367139959431,-0.00015137151809310918,0.9986680673193523,-0.013329469718922111
frozen vegetables,butter,0.10261672652642381,0.12647511544381734,0.012827090815802977,0.125,0.9883367139959433,-0.00015137151809310918,0.9983141537784945,-0.012979683972912024
fruit/vegetable juice,butter,0.12493586454592098,0.12647511544381734,0.019497178040020522,0.15605749486652976,1.2338988133665982,0.003695900148502039,1.0350526004351848,0.2166250057862333
butter,fruit/vegetable juice,0.12647511544381734,0.12493586454592098,0.019497178040020522,0.15415821501014199,1.2338988133665985,0.003695900148502039,1.0345482464720885,0.21700672385810332
ham,butter,0.0633658286300667,0.12647511544381734,0.010005130836326322,0.15789473684210525,1.248425322942244,0.0019909303451454887,1.037310800410467,0.21245320916643834
butter,ham,0.12647511544381734,0.0633658286300667,0.010005130836326322,0.07910750507099391,1.248425322942244,0.0019909303451454887,1.0170939349898176,0.22780225159079776
ice cream,butter,0.05643919958953309,0.12647511544381734,0.01051821446895844,0.18636363636363637,1.4735201917757699,0.0033800601853155934,1.073606003365141,0.3405748086844653
butter,ice cream,0.12647511544381734,0.05643919958953309,0.01051821446895844,0.08316430020283976,1.4735201917757699,0.0033800601853155934,1.0291492800937172,0.3678808065613695
margarine,butter,0.11698306824012314,0.12647511544381734,0.018471010774756286,0.15789473684210528,1.2484253229422442,0.0036755637141147497,1.037310800410467,0.22535347666085614
butter,margarine,0.12647511544381734,0.11698306824012314,0.018471010774756286,0.1460446247464503,1.248425322942244,0.0036755637141147497,1.034031703937338,0.22780225159079784
butter,meat,0.12647511544381734,0.06362237044638276,0.0107747562852745,0.08519269776876268,1.3390368383170843,0.0027281096382589277,1.0235790939466372,0.28985385637368016
meat,butter,0.06362237044638276,0.12647511544381734,0.0107747562852745,0.16935483870967744,1.3390368383170845,0.0027281096382589277,1.0516221911161812,0.2703979125896934
napkins,butter,0.08132375577219086,0.12647511544381734,0.011287839917906618,0.138801261829653,1.0974590641216782,0.0010024085182939717,1.0143127780377652,0.09666548196288491
butter,napkins,0.12647511544381734,0.08132375577219086,0.011287839917906618,0.08924949290060852,1.0974590641216784,0.0010024085182939717,1.0087024240630509,0.10166199439327192
newspapers,butter,0.13981528989225245,0.12647511544381734,0.023088763468445357,0.16513761467889906,1.3056925395909706,0.005405608538511939,1.0463100265563068,0.27217748616495996
butter,newspapers,0.12647511544381734,0.13981528989225245,0.023088763468445357,0.18255578093306288,1.3056925395909706,0.005405608538511939,1.0522855138538947,0.26802088432044363
onions,butter,0.07619291944586967,0.12647511544381734,0.01051821446895844,0.13804713804713806,1.0914964383524222,0.0008817061860405973,1.013425354348384,0.09074037699555
butter,onions,0.12647511544381734,0.07619291944586967,0.01051821446895844,0.08316430020283976,1.0914964383524222,0.0008817061860405973,1.0076037405158986,0.09596361161849501
other vegetables,butter,0.3766033863519754,0.12647511544381734,0.05720882503848127,0.15190735694822888,1.2010849439841706,0.009577868273082643,1.0299875747216676,0.26856003986048826
butter,other vegetables,0.12647511544381734,0.3766033863519754,0.05720882503848127,0.45233265720081134,1.2010849439841706,0.009577868273082643,1.138276038994356,0.19165958791805773
pastry,butter,0.1775269368907132,0.12647511544381734,0.025910723447922012,0.14595375722543352,1.1540116544923729,0.0034579836102817847,1.0228074790404034,0.16226382463573866
butter,pastry,0.12647511544381734,0.1775269368907132,0.025910723447922012,0.20486815415821502,1.154011654492373,0.0034579836102817847,1.0343857655940776,0.1527805644000523
pip fruit,butter,0.17060030785017957,0.12647511544381734,0.023345305284761416,0.1368421052631579,1.0819686132166115,0.0017686116546591774,1.0120105369858214,0.09134169264079572
butter,pip fruit,0.12647511544381734,0.17060030785017957,0.023345305284761416,0.1845841784989858,1.0819686132166115,0.0017686116546591774,1.017149373706123,0.08672766293911675
pork,butter,0.13237557721908672,0.12647511544381734,0.016418676244227808,0.12403100775193797,0.9806751890812458,-0.0003235401664981423,0.9972098239623679,-0.022207766393813083
butter,pork,0.12647511544381734,0.13237557721908672,0.016418676244227808,0.12981744421906694,0.980675189081246,-0.0003235401664981423,0.9970602341048724,-0.022061067332029113
rolls/buns,butter,0.3496664956387891,0.12647511544381734,0.049512570548999484,0.14159941305942772,1.1195831888552723,0.0052884601462485775,1.0176191603846811,0.16423950700554923
butter,rolls/buns,0.12647511544381734,0.3496664956387891,0.049512570548999484,0.3914807302231237,1.1195831888552723,0.0052884601462485775,1.0687147255002565,0.12227522768254545
butter,root vegetables,0.12647511544381734,0.23063109286813752,0.03309389430477168,0.2616632860040568,1.1345533802489582,0.003924800209340228,1.0420298659780445,0.13576705483272433
root vegetables,butter,0.23063109286813752,0.12647511544381734,0.03309389430477168,0.14349276974416017,1.134553380248958,0.003924800209340228,1.019868663916894,0.15414698956499714
salty snack,butter,0.06926629040533606,0.12647511544381734,0.012570548999486916,0.1814814814814815,1.4349184884681843,0.003810086924107059,1.067202347647825,0.32565308372522106
butter,salty snack,0.12647511544381734,0.06926629040533606,0.012570548999486916,0.09939148073022312,1.4349184884681843,0.003810086924107059,1.033449817185066,0.3469807306182384
sausage,butter,0.2060030785017958,0.12647511544381734,0.032837352488455616,0.1594022415940224,1.2603447012849884,0.006783089353159227,1.0391710848868365,0.26016003634894985
butter,sausage,0.12647511544381734,0.2060030785017958,0.032837352488455616,0.25963488843813387,1.2603447012849884,0.006783089353159227,1.0724396775304512,0.2364743942731277
shopping bags,butter,0.16829143150333503,0.12647511544381734,0.025141097998973832,0.14939024390243902,1.1811829020927125,0.003856419771384255,1.0269396492273404,0.18442886099535438
butter,shopping bags,0.12647511544381734,0.16829143150333503,0.025141097998973832,0.19878296146044624,1.1811829020927127,0.003856419771384255,1.0380565171363438,0.17560010788456354
soda,butter,0.3134940995382247,0.12647511544381734,0.0443817342226783,0.14157119476268415,1.1193600754258475,0.004732531792625762,1.0175857091779363,0.1553263001460208
butter,soda,0.12647511544381734,0.3134940995382247,0.0443817342226783,0.3509127789046653,1.1193600754258475,0.004732531792625762,1.0576481528989226,0.12207141826453792
tropical fruit,butter,0.2337095946639302,0.12647511544381734,0.0310415597742432,0.132821075740944,1.050175564377687,0.0014831118087948701,1.0073179364945348,0.06235007345881744
butter,tropical fruit,0.12647511544381734,0.2337095946639302,0.0310415597742432,0.2454361054766734,1.050175564377687,0.0014831118087948701,1.0155407791147375,0.05469593815609036
whipped/sour cream,butter,0.15469471523858389,0.12647511544381734,0.02103642893791688,0.13598673300165837,1.0752054467352217,0.001471396969568533,1.0110086475765416,0.08274547540619563
butter,whipped/sour cream,0.12647511544381734,0.15469471523858389,0.02103642893791688,0.1663286004056795,1.075205446735222,0.001471396969568533,1.013955000942526,0.08007234697897637
butter,white bread,0.12647511544381734,0.0887634684453566,0.013340174448435094,0.10547667342799188,1.188289228388186,0.0021138045296149807,1.0186839230304743,0.18139613690274473
white bread,butter,0.0887634684453566,0.12647511544381734,0.013340174448435094,0.15028901734104044,1.1882892283881858,0.0021138045296149807,1.0280258845457118,0.17388903326403318
whole milk,butter,0.4581836839404823,0.12647511544381734,0.06618778860954336,0.1444568868980963,1.1421763592875849,0.008238954288697337,1.021017960613444,0.22974292342024893
butter,whole milk,0.12647511544381734,0.4581836839404823,0.06618778860954336,0.5233265720081136,1.142176359287585,0.008238954288697337,1.1366614630525202,0.14250133752233943
yogurt,butter,0.28296562339661363,0.12647511544381734,0.044894817855310416,0.1586582048957389,1.2544618310011972,0.009106707969591968,1.0382520987774455,0.2828949654996168
butter,yogurt,0.12647511544381734,0.28296562339661363,0.044894817855310416,0.35496957403651114,1.2544618310011972,0.009106707969591968,1.1116287662436146,0.23221481015313628
butter milk,canned beer,0.06490507952796305,0.16521292970754234,0.011800923550538737,0.18181818181818182,1.1005081874647091,0.0010777652088229325,1.0202953081352262,0.09766803840877916
canned beer,butter milk,0.16521292970754234,0.06490507952796305,0.011800923550538737,0.07142857142857142,1.1005081874647091,0.0010777652088229325,1.0070252989698858,0.10940381069452983
butter milk,citrus fruit,0.06490507952796305,0.18547973319651104,0.011800923550538737,0.18181818181818182,0.9802590217527977,-0.0002376532834061796,0.9955247705375977,-0.02108231502618498
citrus fruit,butter milk,0.18547973319651104,0.06490507952796305,0.011800923550538737,0.0636237897648686,0.9802590217527977,-0.0002376532834061796,0.9986316506665919,-0.02412786230213609
butter milk,domestic eggs,0.06490507952796305,0.1331452026680349,0.011287839917906618,0.17391304347826086,1.306190835218229,0.0026460399499710543,1.0493505441386946,0.2506858710562414
domestic eggs,butter milk,0.1331452026680349,0.06490507952796305,0.011287839917906618,0.08477842003853564,1.306190835218229,0.0026460399499710543,1.0217142394210257,0.27042024267534764
frankfurter,butter milk,0.1375064135454079,0.06490507952796305,0.010005130836326322,0.07276119402985075,1.121040056633827,0.0010802661295566448,1.00847259028775,0.12518494790951665
butter milk,frankfurter,0.06490507952796305,0.1375064135454079,0.010005130836326322,0.15415019762845852,1.121040056633827,0.0010802661295566448,1.0196769970701485,0.1154655129963772
butter milk,other vegetables,0.06490507952796305,0.3766033863519754,0.02744997434581837,0.4229249011857708,1.1229981367998192,0.003006501604143213,1.0802694743352756,0.11712882837839582
other vegetables,butter milk,0.3766033863519754,0.06490507952796305,0.02744997434581837,0.07288828337874659,1.122998136799819,0.003006501604143213,1.0086108326619765,0.17569324256759375
pastry,butter milk,0.1775269368907132,0.06490507952796305,0.013853258081067214,0.07803468208092486,1.2022892915076882,0.0023308581238197963,1.014240885527664,0.20457013470113913
butter milk,pastry,0.06490507952796305,0.1775269368907132,0.013853258081067214,0.21343873517786563,1.2022892915076882,0.0023308581238197963,1.0456567083751234,0.17993192094701016
butter milk,rolls/buns,0.06490507952796305,0.3496664956387891,0.02539763981528989,0.391304347826087,1.119078758493094,0.0027025081075901375,1.068405042879132,0.11379362901996652
rolls/buns,butter milk,0.3496664956387891,0.06490507952796305,0.02539763981528989,0.07263389581804842,1.119078758493094,0.0027025081075901375,1.0083341587052108,0.16362042515888678
butter milk,root vegetables,0.06490507952796305,0.23063109286813752,0.01693175987685993,0.26086956521739135,1.1311118634231274,0.0019626304526324315,1.0409108743548727,0.12395976223136729
root vegetables,butter milk,0.23063109286813752,0.06490507952796305,0.01693175987685993,0.07341490545050056,1.1311118634231272,0.0019626304526324315,1.0091840738347673,0.1506613315549629
sausage,butter milk,0.2060030785017958,0.06490507952796305,0.012314007183170857,0.0597758405977584,0.9209732278658588,-0.0010566390099934157,0.9945446637603254,-0.09753060170701332
butter milk,sausage,0.06490507952796305,0.2060030785017958,0.012314007183170857,0.18972332015810278,0.9209732278658588,-0.0010566390099934157,0.9799083958002228,-0.08405099075988794
butter milk,shopping bags,0.06490507952796305,0.16829143150333503,0.015135967162647512,0.233201581027668,1.3857008579967225,0.004212998417048804,1.0846508651013207,0.2976633884355166
shopping bags,butter milk,0.16829143150333503,0.06490507952796305,0.015135967162647512,0.08993902439024391,1.3857008579967225,0.004212998417048804,1.027507986314332,0.33466472882401543
butter milk,soda,0.06490507952796305,0.3134940995382247,0.020266803488968702,0.3122529644268775,0.9960409618133949,-8.05559731069383e-05,0.9981953610162594,-0.004232672496965395
soda,butter milk,0.3134940995382247,0.06490507952796305,0.020266803488968702,0.06464811783960721,0.996040961813395,-8.05559731069383e-05,0.9997252780549686,-0.005756532535695938
butter milk,tropical fruit,0.06490507952796305,0.2337095946639302,0.01564905079527963,0.24110671936758896,1.0316509243631853,0.00048011096716923246,1.009747252864717,0.03280937282151636
tropical fruit,butter milk,0.2337095946639302,0.06490507952796305,0.01564905079527963,0.06695938529088914,1.0316509243631853,0.00048011096716923246,1.0022017324117949,0.040036881129704424
butter milk,whipped/sour cream,0.06490507952796305,0.15469471523858389,0.011544381734222679,0.17786561264822137,1.1497846734705919,0.001503908939106794,1.0281838319453764,0.13931412894375875
whipped/sour cream,butter milk,0.15469471523858389,0.06490507952796305,0.011544381734222679,0.0746268656716418,1.1497846734705919,0.001503908939106794,1.0105058011552657,0.15411229135053128
whole milk,butter milk,0.4581836839404823,0.06490507952796305,0.03155464340687532,0.0688689809630459,1.061072283770565,0.0018161949623032268,1.0042570823590247,0.106229982754373
butter milk,whole milk,0.06490507952796305,0.4581836839404823,0.03155464340687532,0.48616600790513836,1.061072283770565,0.0018161949623032268,1.0544579074081386,0.061552187538336293
butter milk,yogurt,0.06490507952796305,0.28296562339661363,0.020010261672652643,0.30830039525691705,1.089533037816376,0.0016443553824157936,1.036626841603753,0.08787942738560044
yogurt,butter milk,0.28296562339661363,0.06490507952796305,0.020010261672652643,0.07071622846781506,1.089533037816376,0.0016443553824157936,1.0062533632006407,0.11460483464061309
whole milk,cake bar,0.4581836839404823,0.022832221652129298,0.012314007183170857,0.026875699888017916,1.1770952602639757,0.0018526557540526102,1.0041551508223805,0.27767913510101006
cake bar,whole milk,0.022832221652129298,0.4581836839404823,0.012314007183170857,0.5393258426966292,1.1770952602639757,0.0018526557540526102,1.176137856812124,0.15396648289139753
candy,canned beer,0.053873781426372495,0.16521292970754234,0.012057465366854798,0.22380952380952385,1.3546731736172732,0.0031568201029800198,1.0754925445485652,0.2767226658051416
canned beer,candy,0.16521292970754234,0.053873781426372495,0.012057465366854798,0.07298136645962733,1.354673173617273,0.0031568201029800198,1.0206118672720539,0.3136303600151697
citrus fruit,candy,0.18547973319651104,0.053873781426372495,0.013853258081067214,0.07468879668049792,1.386366330764671,0.003860763475816492,1.0224951510145481,0.3421522309711286
candy,citrus fruit,0.053873781426372495,0.18547973319651104,0.013853258081067214,0.2571428571428572,1.3863663307646712,0.003860763475816492,1.0964695899277737,0.2945589298626175
candy,other vegetables,0.053873781426372495,0.3766033863519754,0.023088763468445357,0.4285714285714286,1.137991436356559,0.0027997149476873227,1.0909440738840432,0.12816341287057134
other vegetables,candy,0.3766033863519754,0.053873781426372495,0.023088763468445357,0.06130790190735695,1.137991436356559,0.0027997149476873227,1.0079196581031098,0.19451303155006877
pastry,candy,0.1775269368907132,0.053873781426372495,0.011031298101590559,0.06213872832369942,1.1534131571703825,0.0014672507062468525,1.0088125473851313,0.16171712921992196
